content,sentiment
Can't even tell you how much this hair dresser is pissssssing me off she has no clue wtf I'm asking her to do..so I'm expecting the worst,empty
"@radinov BAH, you'be made me all hungry now",empty
"@usagijen I didn't like the new Terminator movie, man",empty
slammin headache from being out in the sun,empty
got my wisdom teeth removed it hurts.,empty
"@LacesOutDan nah, he was acting like a dick - his show sucked last night",empty
@jen4buz How inconsiderate!,empty
is about to go for a run.. in this weather..,empty
Finals week dont bother me im studying,empty
"Do fish feel pain? Yes, says a new study.  http://is.gd/Jbcg",empty
just found out i have strep,empty
Haih.. Cannot sleep lar..,empty
@el_jeffe83 its all the rain,empty
@_Cheshire_Cat_,empty
@deardrahpee don't know  and no not at all,empty
Piz's last lunch in b-dubb,empty
finished the noodles. done the dishwasher. really really warm. i don't like it,empty
I'm still waiting for the Oprah touch,empty
@Shooz1 ok ok mam ... i was jus angry,empty
FML i just spilled my entire can of diet coke IN MY LAP. yay,empty
Wanting to leave work early today but stuff keeps accumulating.  this Friday is so a Monday in disguise. lol,empty
@nick_carter The video is private.,empty
Erm ovaj &quot;video twitter&quot; iz Tweetia ne radi. Niï¿½ta od microcastinga,empty
"@dannyid the balance is ~$8,000. unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing",empty
I'm bored at work,empty
@nick_carter THE LINK DOESNT WORK,empty
Eu to com fome,empty
i dreamt about monsters last night.  like a little girl.,empty
"Off to meeting in Lincoln Square, bummer, no more free parking",empty
new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime,empty
is watching Mock the Week and is slowing cooking,empty
@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,empty
Cold day :/ Studing all day long to the tests tomorrow,empty
Writing an essay in college writing  so boring,empty
at work doing website stuff with a slight fever and tiny headache,empty
When God created man i also believed he created a million people to get on ya tits for a laff,empty
Having Problems With My BlackBerry UGH I need another charged Battery! (@ least 4 now)  @sexyhunnybunny,empty
@fareforward   do you need to go on a bike ride?,empty
"@FairyChica78 Aw, that stinks, I'm sorry.",empty
@emuhleepee Why?,empty
@Bookwormlady2  are you not well?,empty
@kimberMuffin,empty
@sheenstar dont get too excited bby i hear thunder rolling in,empty
Watchin tyra bored like always  my stomach hurts,empty
Allergies suck... My eyes r even mor red than they were b4.  I think I'll stay inside 2day,empty
In human anatomy bored out of my mindddd!  someone save me.,empty
"Jon &amp; Kate + 8 kids attracted a huge TV audience, tabloid headlines, and now a state labor investigation   http://tinyurl.com/l7zt72",empty
"Urgh.... feeling like crap today. Bad headache, tired, blood sugars too high.",empty
@qcmartinez That sucks  nobody wants to stay in and lounge? Or do something for free-99?,empty
@tommcfly  and you only respond to ddlovato that is not your fan,empty
I wish I could go to E3.  Oh well....,empty
@gcrecords yes,empty
@johndpoole Not here in Stamford.,empty
Anyone having twitter issues? It's eating my tweets.,empty
Waitin for the man to get home so he can take me out !!!! been waitin 4 hours,empty
@notdiyheather although I know he would never be okay with a homebirth. Moot point since we're done w/ babies,empty
@XJakeXChaosX bored,empty
"Yep, one of those nights again.",empty
IN $RF @3.94 - target $5.30.  OUT $DNDN @$21.85 near days low,empty
"gor i am soo bored, man i don't think i could get any more bored",empty
"@bardicus i gotta say, i'm a little jealous",empty
@AshleyGofficial it's because finished the recordings?,empty
"Party, aber Subway alle   http://yfrog.com/0ayzyj",empty
If something doesnt happen around here im gonna fall asleep,empty
"@LBigs sooo, i saw RObs car drive by. but that was about it",empty
@PenDaRella just that you're not here...,empty
feel so out of the loop. no twitter on my desktop and haven't listened to @gdgt weekly or read engadget in ages,empty
Breaking the daily build broke my daily plan as well,empty
deadlines!,empty
I dont wanna im to spanish today,empty
CAKE is sold out at terminal 5,empty
was on the verge of buying a Black AKC British Lab for $599 today... then the apartment complex overruled it....  dumb.,empty
@djknucklehead http://twitpic.com/665n7 - I dont like it,empty
Reinstalling apps on my company MacBook Pro after being assimilated into the Active Directory collective,empty
loads of insects are attacking me.. time to go inside,empty
I forgot to complain about Southwest not doing preboard for families any more.  Was the worst part of travelling,empty
soo tired  don't wanna go out in this Houston heat!,empty
@dougiemcfly me too,empty
It's a beautiful nice day and I'm stuck inside!,empty
gotta do my ewrt outline then tennis then work.. i need more time,empty
tonights a great night for sports. the yanks and lakers are both playing. i want to watch the games but im still scared to drink.,empty
Well. The jag just took a shit on my way home from training  I hope it's just the alternator.,empty
@cassieventura I know how you feel cassie my cat went missing 3 weeks ago still have him on my display pic miss him so much,empty
typical Google Docs is down  oh well open Pages,empty
@yagelski Thanks for the tip on otherinbox...  It won't work with outlook for me...,empty
is fairly upset at the fact the twitter/bgt session will have to commence without Sam..,empty
work work work,empty
@samluminate the closest is a good two hours,empty
@TheOriginalTeam Ooh can I have some? I'm hungry but I don't wanna get outta bed,empty
@Certain_Songs I know  Especially since the summer is such a boring TV time to begin with.,empty
no bbq today  i guess a mini calippo will have to suffice,empty
Wanna see Up in 2D but everyone wants to see it in 3D,empty
@Sampalm  i can't vote for  her i'm #frustraded  :@,empty
Someone just bought the domain i planned on buying yesterday damn,empty
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,empty
WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE,empty
@INVAZN me too  Thats why im driving down to Cali in July for HIN Pleasanton.,empty
@Shaunielove awww sowy shortie,empty
"I love my daddy, but I don't want to go to his house today.",empty
@tremblah i wishhh!,empty
nothing,empty
&quot;AAARRRGGGGHHH&quot; is the only thing that can decribe how I feel rite now!,empty
Just came back from school.... Packing for my dad's house,empty
"These kids are terrible! If I was in Good Evans, I'd call Childline",empty
where did @poonstabby go???,empty
The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http://twitpic.com/67aim,empty
@seschloss No mine looks the same.,empty
There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,empty
Took a short nap now Im ready for work. My sun burn hurts,empty
sooo bored now dat candace had 2 go get ready ugh but i got ma snowball but im still sadface  p.s.luvs pete wentz hez so fukin hott!!,empty
"@VANS_66 I haven't had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics.",empty
Anyone want a cooked Dan? I'm heating up in my bedroom.,empty
my sunburn is starting to peel,empty
"@pokeymcslow if he did, he would say hi.",empty
"Going to REtake my Softball photo because Patrick's Studio is a piece of shit. Back here for chores. Some Friday, huh?",empty
@shelbyelizabeth hasn't shipped yet  I won't get over there until at least 7. I'll call you.,empty
have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.,empty
@TreeinCally  He's got adjusting his mate's online shop... Zzzzzzzzzzzzzzz... Boring...,empty
"63 days of summer holiday left, and they are going way too slow! When will school get here???",empty
@YoungQ  ahhhh it won't let me watch the video on my phone,empty
@PinkTribble I do not consider myself to be an estate agent,empty
"A singing girl. Talented, yeah. Good to complain about? No",empty
Woke up... cleaned... Aunt Emmas... Walmart.. Commissary... Now its time for a nap!!!.. then off to work,empty
At the pub with the dog but seems to have misplaced friend with drinks,empty
Playing games don't help me out of being bored!,empty
"@Bvictor Nerves I think, Im not sure",empty
@TatianeMarks quem ï¿½ Katy??,empty
at panera for lunch  byyy myself  aww,empty
@Flesheater,empty
I want a fake BLT....,empty
@dapass  http://twurl.nl/goljwp is what i get when i try to add a new post,empty
@lucyliz dont worry im not!!! i dont get it on my tv,empty
"@rosieeejones sorry  i dont think her crying was fake, i just dont see why she was...and i dont think its fair she gets another chance...",empty
Fidel has no balls,empty
I want it BACK NOW!: http://bit.ly/PP1WZ,empty
@rosieperez yes! I can't find one 4 my Curve 8900,empty
@kandeebx i HaVe 2 Get OuT This HoUse,empty
Dang I just dropped some of my subway on da floor... Ahh the 5sec rule passed already,empty
@xoxoJL whatever!! Stupid Aussies!,empty
Even ARNOLD couldn't save the parks  http://bit.ly/WSM5J  - How is this providing jobs?,empty
I raced her once. I totally lost  RIP  http://tinyurl.com/lhgca8,empty
I wish GM stock would turn around at 80 cents a share I would be willing to buy some...if I knew it would do something,empty
Another lonely night?,empty
Ugh. Waiting for a visitors pass to get on post.  taking FOREVER!,empty
reaaaallly bored,empty
Sooo the Children's Museum was closed for a fund raiser when we got there.  annoying,empty
went to the dmv today.....some things never change,empty
"@sampan22 they did,",empty
