content,sentiment
@matildaxo ooohhh. I understand. I never get sick of her so im on your moms side  I guess your dad just likes what he likes....lol,enthusiasm
@red_hawt Hmm..  Interesting choice.,enthusiasm
@DanaBingham I know exactly what you mean. My treats are more 'awhile' than 'once in',enthusiasm
#Trackflashback: &quot;I Believe In A Thing Called Love&quot; by The Darkness - check it out...,enthusiasm
Away to the cinema tweet later may the 4th be with you all  x,enthusiasm
@joonian Press 'Ctrl' on bottom right. The underscore for E71 is there.  KY,enthusiasm
Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,enthusiasm
"Good Morning, Twitter community! I just got finished eating a delicious stack of pancakes courtesy of my Mom and Bisquick.",enthusiasm
add me on myspace?? www.myspace.com/pwnage_org  -&gt; pcFOpc,enthusiasm
schoool time. not doing much this week.  about 20 more days of school and it's time for NYC!  can't wait for the last day of school.,enthusiasm
@jeffparks That would be most welcome,enthusiasm
Goodmorning world!,enthusiasm
"@j3nn1e ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x",enthusiasm
Good morning in Twitterville. Off to work I go...Chat @ all of u later,enthusiasm
@MicaR think so but my boss is in Switzerland all week. going when she returns  ira gonna be awesome,enthusiasm
"CCï¿½s video for Long Gone premiers today on yahoo, dont miss it: http://new.music.yahoo.com/videos/premieres/ AWESOME video and version",enthusiasm
good morning!,enthusiasm
ready to go home,enthusiasm
feel like going home and sleep till the next day!,enthusiasm
i really should be in a bad mood. but.,enthusiasm
GOOD LUCK ON FINALS EVERYONE!!!!!!!!!!!!!!!!!,enthusiasm
im so new!! and i need ur help,enthusiasm
"Polly Scattergood's new single out today! Download the Please Don't Touch EP on iTunes, it's ace!",enthusiasm
@AlexTrup Thx,enthusiasm
@twochix1 I want to see David cook!!,enthusiasm
@joshcoop Absolutely!  When we hit bottom there is only one way to go.,enthusiasm
@gregjames will you be posting a pic of you H suit?? Pretty please?,enthusiasm
"@sammoran BTW, 'nathanfillion' is trying to beat his Flight Control score as well, maybe you should follow each other?",enthusiasm
@nelpix ... Turned out nice I think   http://twitpic.com/4jeil,enthusiasm
shopping tomorrow? I think yes,enthusiasm
i think i like the workshop,enthusiasm
@01theone Looking forward to following your journey on this endeavor - just subscribed to your blog,enthusiasm
@taylorswift13 Have a great time in London,enthusiasm
"@CustomCreation - We drank ours away, May Day Bank Holiday today",enthusiasm
[Somewhere - Within Temptation] returned to mysefl. Keep working hard till June,enthusiasm
@jgm22 Hoping you have some pics to share?- &amp; hoping your Monday am isn't too rough today,enthusiasm
@Andrewgoldstein just pre-ordered your new album 'Off The Deep End'. Been listening to 'Permanent Heart' on repeat since.,enthusiasm
Just woke up :o mums singing to her new gn'r cd replacement i bought because im a good daughter,enthusiasm
@EvilGayTwin I hope you like your new sat nav,enthusiasm
Gonna get my ticket to Las Vegas today. Gotta check my milage. Can't wait till August,enthusiasm
@NEENZ Bye!! Great meeting you!,enthusiasm
Good morning Sunshine   Tiime for $chooooL ! lol . BBL`,enthusiasm
@josh909 thanks...do you guys have a showroom as well? Wanted to chk them out in the flesh. Quite cool lamps and the wife is impressed,enthusiasm
is upload video geje di youtube  http://plurk.com/p/rqaoe,enthusiasm
"@JanSimpson good afternoon, hope you have a great week",enthusiasm
EVERYBODY WELCOME @purpletonic!!!  Hello Nicole ;),enthusiasm
@lauraduhaime Hello How are you,enthusiasm
i bought a Italian horseshoe charm. Dragon! it seems to be very strong,enthusiasm
Off today! No wonder I love Mondays!  Movie theatre....here I come.,enthusiasm
About 60 again todayy yayy!!!,enthusiasm
"@DavidArchie Hope you find a nice and healthy, also cheap, breakfast!",enthusiasm
lookin forward to liverpool 2mz,enthusiasm
@KalvinClein hey! thanks for following  how is it going?,enthusiasm
@Lena_DISTRACTIA Good morning.,enthusiasm
Early monday cramming... yay. Only a few weeks left,enthusiasm
"@c1ndyy Yeah, it's good! If you're not going to use it, give it to me! I want to watch Star Trek",enthusiasm
"@avalanchelynn When you're driven to be in the theatre you develop a thick skin.  12 yo's been auditioning since she was 8, gotten 1 part.",enthusiasm
I'm getting back into @taylorswift13 again,enthusiasm
@dougiemcfly Rest then. It's your day off!,enthusiasm
About to dye my hair and do my nails,enthusiasm
"@nadiabeckett Ha ha, might be - I've doubled my morning intake already in the last couple of days - now have a HUGE bowlful!",enthusiasm
waiting on the cue for kenny,enthusiasm
"Wow, can't believe Monday is here again already. I hope everyone is well today",enthusiasm
"Oficially Back to work, all systems up and running smoothly",enthusiasm
likes patricia's dress,enthusiasm
@EZ_DESIGN allright! Looking forward to it..,enthusiasm
"Good morning tweeps! Monday got here way too soon! Hope you are having a good one, at least as good as it can get for a Monday",enthusiasm
"@tamij Have a good day.  I'm checking out Hugh today. Also, be on lookout for best &quot;cassoulet&quot; recipe you will have ever tasted!",enthusiasm
ok I promise to become interesting if you follow me,enthusiasm
just another monday...but there are less then 2 hours to work for today...,enthusiasm
@AMG22 You can find more info on getonu2.com We hope to launch the project this week. Then we'll really need some help to release it!,enthusiasm
@danceashleylove i hope you feel better way soon!,enthusiasm
on the way to nanny  school starts tomorrow! one step closer to being a teacher!,enthusiasm
coffee time,enthusiasm
"@SarahWV hehe indeed it is, I actually nearly changed my bio to just 'Don't Panic' but I wanted to keep in the #freehugs",enthusiasm
@battle4acure Hey!    Good AM to you too!,enthusiasm
@oninobaka you know it's a place with &quot;Action&quot;,enthusiasm
"@sabbymcguire aiyo! so poor thing eh you! nevrmine la, the night is still young",enthusiasm
@Bball4life Florida should be nice.,enthusiasm
tea numver 7  (i may start on the coffee in a minute but that has way too much caffene in :S),enthusiasm
@Nawarii22 ur welcome  u finished ur speech (typed it and written notes),enthusiasm
"@JGDemas Hey Muffin, good morning to you! Grt textin wif ya last night",enthusiasm
"Ok, seems I need to remember what account I'm posting as..... That last tweet was a @Geelong_FC tweet!",enthusiasm
@FoolProofDiva  have a good day!,enthusiasm
Last day to sign up for GoCincinnati! www.crossroads.net/gocincinnati you can sign up with my group.. its going to be AWESOME,enthusiasm
"@ifyoucdenise kk, awesome.",enthusiasm
"@DaLionofjudah Hey, you!! ;) Call me this week!! Gotta go hang out ... could use the de-stress!!",enthusiasm
Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,enthusiasm
@jspruett have a safe trip joshy poo.......you'll knock them dead at your speech,enthusiasm
On my flight headed 2 denver...see yall in a min,enthusiasm
never twittered b4 but here i am wondering what to do next...jared?!?!,enthusiasm
Por Favor!!! Only need FIVE more!  http://tinyurl.com/dzcpg3,enthusiasm
Ar work bored...hope Tiff gets here soon then the fun can start,enthusiasm
@FransJr ... Lol! Probably a little sweeter in the carribbean! Tropical island sounds wonderful.,enthusiasm
@kristianc count me in,enthusiasm
monday morning . lets whip out some code today,enthusiasm
Going to French. Anyone want to pick me up?,enthusiasm
@Nicholina6....got your message!!! You are such a twitter freak!,enthusiasm
"New project, new mess",enthusiasm
Sometimes all it takes to solve our problems is a fresh morning!! Hope today is beautiful for you,enthusiasm
@sharonkneadles Best of luck to you,enthusiasm
"@thedustball main event has not happened yet, but he is doing well so far",enthusiasm
"'k, going to curl up and watch random mind-numbing DVD in hopes that rest will cure runny nose. Night folks",enthusiasm
@misterdevans   Well....hopefully someday soon you can get one!,enthusiasm
today will be productive: gym now....lots and lots of writing later,enthusiasm
Sent Twitterville 1.2 off to Apple for review  More screenshots etc will be released later this week.,enthusiasm
@leinadani haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,enthusiasm
Morning...tired should i excercise or jus relax need to catch up on sleep..Ladies would you like to see Shemar Moore @ Embassy? Hit me up,enthusiasm
@adland thanks for a nice blog post! @peterrosdahl should however be given some creds since he has done at least half of the work on it,enthusiasm
@udupendra I'll keep that in mind when he gets tonked for 40 off his 4 overs.,enthusiasm
looking forward to body works today,enthusiasm
Going to Houston and Nola this weekend with @jill5455. Who wants to join us?,enthusiasm
@Cpopulus happy birthday corey!!,enthusiasm
"@Danielindra actually,we r going there in june with my office colleagues,paid by company",enthusiasm
"@daveredfly great thanks  looking for a client, maybe I can use this myself, gonna try it",enthusiasm
@MichelleBlanc Fï¿½licitations!,enthusiasm
"@jerrynovak Thanks, hope you have a good one",enthusiasm
"c'mon people, today is #juddday",enthusiasm
"@ThrivingIvory the next single is &quot;Hey Lady&quot;.ok, where is my million dollars??",enthusiasm
Cute dress!  Hyped  http://lookbook.nu/look/134071,enthusiasm
@KatieKrafka oh you crazy kids and your stress. try effed / not effed; followed by acceptance. works wonders for the rest of the world,enthusiasm
"@rOcketsBABY great thanks hun, i did thr family thing this wknd too! 5 weeks today we hit the USA, cant wait!!",enthusiasm
"booziest weekend in a long time, good fun though!",enthusiasm
@gloria_hayden Welcome to Twitter!!,enthusiasm
"@pinkladyjen that's a shame, next time hon  yeah tea on thursday would be delightful thanks bestest sis in law x",enthusiasm
....dont act like your not impressed,enthusiasm
"@thedrawingroom hilarious. so if she acts up, all you have to do is say 1 little word...&quot;gummed up&quot; grosses me out; hub says it 2 torment",enthusiasm
@MorrisonCorner i don't have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated,enthusiasm
Early start today! More rain and more miles!,enthusiasm
"Just got back from work, OT na naman. What's new?",enthusiasm
@phillybookco Nice yo!!! Live it for me buddy!,enthusiasm
@mariannemarlow It is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 &lt;&lt;have a look,enthusiasm
@blueobsidian Always a good idea.,enthusiasm
"haaah, making the card for mothers day,  and listening to musicc",enthusiasm
Spending the first night in my new place!,enthusiasm
i decided that myspacee is wayy better,enthusiasm
@CinnamonCloud well you'll ether have to buy the DVD or wailt till july to see the Secret Episode!!   Episode 13!,enthusiasm
"@JRKNaughtyNurse Yep, @thespunkyone that B-Day kiss is gonna happen, right @JonathanRKnight",enthusiasm
"@kamiNcali Oh, no need to stop. I could use the ego boost.",enthusiasm
@jimmymcdonald Let me know how that turns out!!,enthusiasm
big ups sister #1 for calling in too,enthusiasm
"&quot;you can ride one, you can catch one, but its not summer til you pop open one&quot;  ?",enthusiasm
Adventures with jamie and bethhh,enthusiasm
Healthy Wishes. I may just start saying that.,enthusiasm
"@Spacegirlnz DON'T PANIC! Hehe, it will be fine. Email it to me",enthusiasm
Making pork stir-fry and brown rice for dinner.,enthusiasm
live on stickam.com/itstyleryo COME CHAT!,enthusiasm
"@bendvrx no swearing ben, say 'fudge'",enthusiasm
